"time_nodeTx","sizeCount_Network_nodeTx","time_queue0","sizeCount_Network_queue0","time_nodeRx","sizeCount_Network_nodeRx"
0.079587450457,1,0.179687450457,1,0.379787450457,1
0.169443489305,1,0.480567450457,1,0.680667450457,1
0.29503656511,2,0.781447450457,1,0.981547450457,1
0.480996986317,2,1.082327450457,1,1.282427450457,1
0.573319299464,3,1.383207450457,1,1.583307450457,1
0.768473833052,3,1.684087450457,1,1.884187450457,1
0.84719394705,4,1.984967450457,1,2.185067450457,1
1.03509035247,4,2.285847450457,1,2.485947450457,1
1.090195201137,5,2.586727450457,1,2.786827450457,1
1.187895843776,6,2.887607450457,1,3.087707450457,1
1.291711773842,6,3.188487450457,1,3.388587450457,1
1.340224590214,7,3.489367450457,1,3.689467450457,1
1.397776509902,8,3.790247450457,1,3.990347450457,1
1.433092423816,9,4.091127450457,1,4.291227450457,1
1.65544486602,9,4.392007450457,1,4.592107450457,1
1.661283332929,10,4.692887450457,1,4.892987450457,1
1.992774560922,10,4.993767450457,1,5.193867450457,1
2.024610175006,11,5.294647450457,1,5.494747450457,1
2.072970385501,12,5.595527450457,1,5.795627450457,1
2.137915020326,13,5.896407450457,1,6.096507450457,1
2.294804632088,13,6.197287450457,1,6.397387450457,1
2.46202575212,14,6.498167450457,1,6.698267450457,1
2.537293163451,14,6.799047450457,1,6.999147450457,1
2.602681420173,15,7.099927450457,1,7.300027450457,1
2.686624705463,16,7.400807450457,1,7.600907450457,1
2.736511906365,17,7.701687450457,1,7.901787450457,1
2.99633731495,17,8.002567450457,1,8.202667450457,1
3.177174241377,17,8.303447450457,1,8.503547450457,1
3.184542776924,18,8.604327450457,1,8.804427450457,1
3.225700576548,19,8.905207450457,1,9.105307450457,1
3.23481667916,20,9.206087450457,1,9.406187450457,1
3.339277929991,21,9.506967450457,1,9.707067450457,1
3.341320488831,22,9.807847450457,1,10.007947450457,1
3.387245302557,23,10.108727450457,1,10.308827450457,1
3.565994068901,23,10.409607450457,1,10.609707450457,1
3.881011061769,23,10.710487450457,1,10.910587450457,1
4.031589487633,23,11.011367450457,1,11.211467450457,1
4.046712572999,24,11.312247450457,1,11.512347450457,1
4.250743998793,25,11.613127450457,1,11.813227450457,1
4.454833220384,25,11.914007450457,1,12.114107450457,1
4.839355407298,25,12.214887450457,1,12.414987450457,1
4.903526324566,25,12.515767450457,1,12.715867450457,1
5.064050280272,26,12.816647450457,1,13.016747450457,1
5.225450487761,26,13.117527450457,1,13.317627450457,1
5.287343433724,27,13.418407450457,1,13.618507450457,1
5.360839875843,28,13.719287450457,1,13.919387450457,1
5.512493473242,28,14.020167450457,1,14.220267450457,1
5.626087367413,29,14.321047450457,1,14.521147450457,1
5.638674808357,30,14.621927450457,1,14.822027450457,1
5.766197578579,31,14.922807450457,1,15.122907450457,1
5.868340766014,31,15.223687450457,1,15.423787450457,1
5.955572885518,32,15.524567450457,1,15.724667450457,1
5.971045853568,33,15.825447450457,1,16.025547450457,1
6.048129319415,34,16.126327450457,1,16.326427450457,1
6.337571367214,34,16.427207450457,1,16.627307450457,1
6.479707835223,34,16.728087450457,1,16.928187450457,1
6.553490564399,35,17.028967450457,1,17.229067450457,1
6.564685180462,36,17.329847450457,1,17.529947450457,1
6.618241752485,37,17.630727450457,1,17.830827450457,1
6.682411222688,38,17.931607450457,1,18.131707450457,1
6.713139257903,38,18.232487450457,1,18.432587450457,1
6.733759586106,39,18.533367450457,1,18.733467450457,1
6.882585068681,40,18.834247450457,1,19.034347450457,1
7.016114087143,40,19.135127450457,1,19.335227450457,1
7.077022329461,41,19.436007450457,1,19.636107450457,1
7.101427178535,42,19.736887450457,1,19.936987450457,1
7.185460649096,43,20.037767450457,1,20.237867450457,1
7.199988451825,44,20.338647450457,1,20.538747450457,1
7.201885308745,45,20.639527450457,1,20.839627450457,1
7.241062389813,46,20.940407450457,1,21.140507450457,1
7.33720048372,46,21.241287450457,1,21.441387450457,1
7.353414132665,47,21.542167450457,1,21.742267450457,1
7.448113800382,48,21.843047450457,1,22.043147450457,1
7.473257993589,49,22.143927450457,1,22.344027450457,1
7.569212791326,50,22.444807450457,1,22.644907450457,1
7.618068496257,50,22.745687450457,1,22.945787450457,1
7.905859998385,50,23.046567450457,1,23.246667450457,1
8.138751335806,51,23.347447450457,1,23.547547450457,1
8.253265231276,51,23.648327450457,1,23.848427450457,1
8.313039838958,52,23.949207450457,1,24.149307450457,1
8.357591688463,53,24.250087450457,1,24.450187450457,1
8.452541146813,54,24.550967450457,1,24.751067450457,1
8.509994387487,54,24.851847450457,1,25.051947450457,1
8.742629493656,55,25.152727450457,1,25.352827450457,1
8.862240273602,55,25.453607450457,1,25.653707450457,1
8.87269639618,56,25.754487450457,1,25.954587450457,1
8.878907925227,57,26.055367450457,1,26.255467450457,1
9.228929293672,57,26.356247450457,1,26.556347450457,1
9.338820540427,58,26.657127450457,1,26.857227450457,1
9.444703953576,58,26.958007450457,1,27.158107450457,1
9.555763698145,59,27.258887450457,1,27.458987450457,1
9.574506304747,60,27.559767450457,1,27.759867450457,1
9.598126975355,61,27.860647450457,1,28.060747450457,1
9.642467378217,62,28.161527450457,1,28.361627450457,1
9.65627024706,63,28.462407450457,1,28.662507450457,1
9.795174516039,63,28.763287450457,1,28.963387450457,1
9.833070712467,64,29.064167450457,1,29.264267450457,1
9.926676868444,65,29.365047450457,1,29.565147450457,1
9.971887074466,66,29.665927450457,1,29.866027450457,1
10.011198330196,66,29.966807450457,1,30.166907450457,1
10.095641109549,67,30.267687450457,1,30.467787450457,1
10.09955942519,68,30.568567450457,1,30.768667450457,1
10.157291856271,69,30.869447450457,1,31.069547450457,1
10.257878956788,70,31.170327450457,1,31.370427450457,1
10.703328641406,69,31.471207450457,1,31.671307450457,1
11.022623305611,69,31.772087450457,1,31.972187450457,1
11.033386816427,70,32.072967450457,1,32.273067450457,1
11.139169457762,71,32.373847450457,1,32.573947450457,1
11.16259960964,72,32.674727450457,1,32.874827450457,1
11.263401534182,72,32.975607450457,1,33.175707450457,1
11.280992888725,73,33.276487450457,1,33.476587450457,1
11.817002923749,72,33.577367450457,1,33.777467450457,1
11.922877195258,73,33.878247450457,1,34.078347450457,1
12.010068780621,74,34.179127450457,1,34.379227450457,1
12.039276833948,75,34.480007450457,1,34.680107450457,1
12.092783301656,76,34.780887450457,1,34.980987450457,1
12.155577459755,76,35.081767450457,1,35.281867450457,1
12.219955559915,77,35.382647450457,1,35.582747450457,1
12.247983260763,78,35.683527450457,1,35.883627450457,1
12.34566966817,79,35.984407450457,1,36.184507450457,1
12.362982413785,80,36.285287450457,1,36.485387450457,1
12.404232536777,81,36.586167450457,1,36.786267450457,1
12.415928077756,81,36.887047450457,1,37.087147450457,1
12.528244907909,82,37.187927450457,1,37.388027450457,1
12.635052127624,83,37.488807450457,1,37.688907450457,1
12.673207711961,84,37.789687450457,1,37.989787450457,1
12.688078938886,85,38.090567450457,1,38.290667450457,1
12.838742472213,85,38.391447450457,1,38.591547450457,1
12.860630531864,86,38.692327450457,1,38.892427450457,1
13.159349521049,86,38.993207450457,1,39.193307450457,1
13.205350916823,87,39.294087450457,1,39.494187450457,1
13.313977854911,88,39.594967450457,1,39.795067450457,1
13.486011020683,88,39.895847450457,1,40.095947450457,1
13.487377478526,89,40.196727450457,1,40.396827450457,1
13.497591966678,90,40.497607450457,1,40.697707450457,1
13.595102160094,91,40.798487450457,1,40.998587450457,1
13.777084052022,91,41.099367450457,1,41.299467450457,1
13.889065488597,92,41.400247450457,1,41.600347450457,1
13.899168966128,93,41.701127450457,1,41.901227450457,1
14.256527803362,92,42.002007450457,1,42.202107450457,1
14.63143094932,92,42.302887450457,1,42.502987450457,1
14.841963079399,92,42.603767450457,1,42.803867450457,1
14.905196739039,93,42.904647450457,1,43.104747450457,1
14.976455098372,94,43.205527450457,1,43.405627450457,1
15.352647826822,94,43.506407450457,1,43.706507450457,1
15.358380519464,95,43.807287450457,1,44.007387450457,1
15.451228369154,95,44.108167450457,1,44.308267450457,1
15.511223057818,96,44.409047450457,1,44.609147450457,1
15.645647585033,97,44.709927450457,1,44.910027450457,1
15.647666597848,98,45.010807450457,1,45.210907450457,1
15.651664227754,99,45.311687450457,1,45.511787450457,1
15.709952066641,100,45.612567450457,1,45.812667450457,1
15.743193090737,100,45.913447450457,1,46.113547450457,1
16.132350103022,100,46.214327450457,1,46.414427450457,1
16.145155779553,101,46.515207450457,1,46.715307450457,1
16.189697725745,102,46.816087450457,1,47.016187450457,1
16.224815334683,103,47.116967450457,1,47.317067450457,1
16.290379963119,104,47.417847450457,1,47.617947450457,1
16.303018826762,105,47.718727450457,1,47.918827450457,1
16.419706179417,105,48.019607450457,1,48.219707450457,1
16.457976274303,106,48.320487450457,1,48.520587450457,1
16.670399994003,106,48.621367450457,1,48.821467450457,1
16.723888431579,107,48.922247450457,1,49.122347450457,1
16.974279609888,107,49.223127450457,1,49.423227450457,1
16.980909350036,108,49.524007450457,1,49.724107450457,1
17.005348894844,109,49.824887450457,1,50.024987450457,1
17.123267847551,110,50.125767450457,1,50.325867450457,1
17.206552199158,111,50.426647450457,1,50.626747450457,1
17.290161952355,111,50.727527450457,1,50.927627450457,1
17.490486004606,112,51.028407450457,1,51.228507450457,1
17.521327488616,113,51.329287450457,1,51.529387450457,1
17.592452282338,113,51.630167450457,1,51.830267450457,1
17.666528177383,114,51.931047450457,1,52.131147450457,1
17.915086413081,114,52.231927450457,1,52.432027450457,1
17.924951443923,115,52.532807450457,1,52.732907450457,1
18.178981894719,115,52.833687450457,1,53.033787450457,1
18.264771458826,116,53.134567450457,1,53.334667450457,1
18.27344850706,117,53.435447450457,1,53.635547450457,1
18.538374099928,117,53.736327450457,1,53.936427450457,1
18.570908141481,118,54.037207450457,1,54.237307450457,1
18.609264162891,119,54.338087450457,1,54.538187450457,1
18.610204237957,120,54.638967450457,1,54.839067450457,1
18.720288828966,121,54.939847450457,1,55.139947450457,1
18.905021594066,121,55.240727450457,1,55.440827450457,1
18.919154665422,122,55.541607450457,1,55.741707450457,1
19.02333273084,123,55.842487450457,1,56.042587450457,1
19.149326111851,123,56.143367450457,1,56.343467450457,1
19.333454359,124,56.444247450457,1,56.644347450457,1
19.367619775703,124,56.745127450457,1,56.945227450457,1
19.398371548079,125,57.046007450457,1,57.246107450457,1
19.418606591936,126,57.346887450457,1,57.546987450457,1
19.469326604262,127,57.647767450457,1,57.847867450457,1
19.557639508458,128,57.948647450457,1,58.148747450457,1
19.638119248438,128,58.249527450457,1,58.449627450457,1
19.640150494318,129,58.550407450457,1,58.750507450457,1
19.658175719516,130,58.851287450457,1,59.051387450457,1
19.834749826757,131,59.152167450457,1,59.352267450457,1
19.880922916361,132,59.453047450457,1,59.653147450457,1
19.88139357041,133,59.753927450457,1,59.954027450457,1
19.897227721033,134,60.054807450457,1,60.254907450457,1
20.01049113523,134,60.355687450457,1,60.555787450457,1
20.094799438445,135,60.656567450457,1,60.856667450457,1
20.12627160453,136,60.957447450457,1,61.157547450457,1
20.247922469874,136,61.258327450457,1,61.458427450457,1
20.380798257249,137,61.559207450457,1,61.759307450457,1
20.414832931073,138,61.860087450457,1,62.060187450457,1
20.742347248844,138,62.160967450457,1,62.361067450457,1
20.799137664192,139,62.461847450457,1,62.661947450457,1
20.827739761443,140,62.762727450457,1,62.962827450457,1
20.968842202372,140,63.063607450457,1,63.263707450457,1
21.054681499155,141,63.364487450457,1,63.564587450457,1
21.105115879814,142,63.665367450457,1,63.865467450457,1
21.194774966893,142,63.966247450457,1,64.166347450457,1
21.421148324479,143,64.267127450457,1,64.467227450457,1
21.506070405635,143,64.568007450457,1,64.768107450457,1
21.607936278637,144,64.868887450457,1,65.068987450457,1
21.633178277926,145,65.169767450457,1,65.369867450457,1
21.855328967773,145,65.470647450457,1,65.670747450457,1
22.160557133461,145,65.771527450457,1,65.971627450457,1
22.274517929814,146,66.072407450457,1,66.272507450457,1
22.333780332559,147,66.373287450457,1,66.573387450457,1
22.393418271992,147,66.674167450457,1,66.874267450457,1
22.580764259978,148,66.975047450457,1,67.175147450457,1
22.965064918302,147,67.275927450457,1,67.476027450457,1
23.085288775027,148,67.576807450457,1,67.776907450457,1
